[Heroes Archive] (Data_00_first)


Heroes Message Name: Message


MID_MISSION_M0001_TITLE: ２月ミッション
MID_MISSION_S0021ENCOUNT01_A4: 特殊：修練の塔・第４階層突破
MID_MISSION_H_S0021ENCOUNT01_A4: 修練の塔・第４階層を\n４人全員生存でクリア。
MID_MISSION_S0021ENCOUNT01_B1: 特殊：修練の塔・第５階層突破
MID_MISSION_H_S0021ENCOUNT01_B1: 赤属性の仲間を自軍に入れて、\n修練の塔・第５階層を\n４人全員生存でクリア。
MID_MISSION_S0021ENCOUNT01_B2: 特殊：修練の塔・第６階層突破
MID_MISSION_H_S0021ENCOUNT01_B2: 青属性の仲間を自軍に入れて、\n修練の塔・第６階層を\n４人全員生存でクリア。
MID_MISSION_S0021ENCOUNT01_B3: 特殊：修練の塔・第７階層突破
MID_MISSION_H_S0021ENCOUNT01_B3: 緑属性の仲間を自軍に入れて、\n修練の塔・第７階層を\n４人全員生存でクリア。
MID_MISSION_S0021ENCOUNT01_B4: 特殊：修練の塔・第８階層突破
MID_MISSION_H_S0021ENCOUNT01_B4: 無属性の仲間を自軍に入れて、\n修練の塔・第８階層を\n４人全員生存でクリア。
MID_MISSION_S0021ENCOUNT01_C1: 特殊：修練の塔・１０階層突破
MID_MISSION_H_S0021ENCOUNT01_C1: 全員歩行の仲間で、\n修練の塔・第１０階層を\n４人全員生存でクリア。
MID_MISSION_S0021ENCOUNT01_C2: 特殊：修練の塔・１０階層突破
MID_MISSION_H_S0021ENCOUNT01_C2: 全員重装の仲間で、\n修練の塔・第１０階層を\n４人全員生存でクリア。
MID_MISSION_S0021ENCOUNT01_C3: 特殊：修練の塔・１０階層突破
MID_MISSION_H_S0021ENCOUNT01_C3: 全員騎馬の仲間で、\n修練の塔・第１０階層を\n４人全員生存でクリア。
MID_MISSION_S0021ENCOUNT01_C4: 特殊：修練の塔・１０階層突破
MID_MISSION_H_S0021ENCOUNT01_C4: 全員飛行の仲間で、\n修練の塔・第１０階層を\n４人全員生存でクリア。
MID_MISSION_S0022LUNAPLUS01_TITLE: ルナティック
MID_MISSION_S0022LUNAPLUS01_A1: 特殊：１章－１節ルナ突破
MID_MISSION_H_S0022LUNAPLUS01_A1: 剣の仲間を自軍に入れて、\n１章－１節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S0022LUNAPLUS01_A2: 特殊：１章－２節ルナ突破
MID_MISSION_H_S0022LUNAPLUS01_A2: 槍の仲間を自軍に入れて、\n１章－２節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S0022LUNAPLUS01_A3: 特殊：１章－３節ルナ突破
MID_MISSION_H_S0022LUNAPLUS01_A3: 斧の仲間を自軍に入れて、\n１章－３節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S0022LUNAPLUS01_A4: 特殊：１章－４節ルナ突破
MID_MISSION_H_S0022LUNAPLUS01_A4: 弓の仲間を自軍に入れて、\n１章－４節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S0022LUNAPLUS01_A5: 特殊：１章－５節ルナ突破
MID_MISSION_H_S0022LUNAPLUS01_A5: 暗器の仲間を自軍に入れて、\n１章－５節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S0022LUNAPLUS01_B1: 特殊：５章－１節ルナ突破
MID_MISSION_H_S0022LUNAPLUS01_B1: 杖の仲間を自軍に入れて、\n５章－１節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S0022LUNAPLUS01_B2: 特殊：５章－２節ルナ突破
MID_MISSION_H_S0022LUNAPLUS01_B2: 剣の仲間を自軍に入れて、\n５章－２節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S0022LUNAPLUS01_B3: 特殊：５章－３節ルナ突破
MID_MISSION_H_S0022LUNAPLUS01_B3: 槍の仲間を自軍に入れて、\n５章－３節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S0022LUNAPLUS01_B4: 特殊：５章－４節ルナ突破
MID_MISSION_H_S0022LUNAPLUS01_B4: 斧の仲間を自軍に入れて、\n５章－４節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S0022LUNAPLUS01_B5: 特殊：５章－５節ルナ突破
MID_MISSION_H_S0022LUNAPLUS01_B5: 弓の仲間を自軍に入れて、\n５章－５節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S0022LUNAPLUS01_C1: 特殊：９章－１節ルナ突破
MID_MISSION_H_S0022LUNAPLUS01_C1: 暗器の仲間を自軍に入れて、\n９章－１節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S0022LUNAPLUS01_C2: 特殊：９章－２節ルナ突破
MID_MISSION_H_S0022LUNAPLUS01_C2: 杖の仲間を自軍に入れて、\n９章－２節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S0022LUNAPLUS01_C3: 特殊：９章－３節ルナ突破
MID_MISSION_H_S0022LUNAPLUS01_C3: 剣の仲間を自軍に入れて、\n９章－３節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S0022LUNAPLUS01_C4: 特殊：９章－４節ルナ突破
MID_MISSION_H_S0022LUNAPLUS01_C4: 槍の仲間を自軍に入れて、\n９章－４節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S0022LUNAPLUS01_C5: 特殊：９章－５節ルナ突破
MID_MISSION_H_S0022LUNAPLUS01_C5: 斧の仲間を自軍に入れて、\n９章－５節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S20170314D_TITLE: 闘技場
MID_MISSION_S20170314D_A1: 闘技場で勝利
MID_MISSION_H_S20170314D_A1: 闘技場で勝利。
MID_MISSION_S20170314D_A2: 闘技場で勝利
MID_MISSION_H_S20170314D_A2: 闘技場で勝利。
MID_MISSION_S20170314D_A3: 闘技場で勝利
MID_MISSION_H_S20170314D_A3: 闘技場で勝利。
MID_MISSION_S20170314D_A4: ＬＶ１０以上を撃破
MID_MISSION_H_S20170314D_A4: レベル１０以上の敵を撃破。
MID_MISSION_S20170315D_TITLE: 闘技場
MID_MISSION_S20170315D_A1: 闘技場で勝利
MID_MISSION_H_S20170315D_A1: 闘技場で勝利。
MID_MISSION_S20170315D_A2: 闘技場で勝利
MID_MISSION_H_S20170315D_A2: 闘技場で勝利。
MID_MISSION_S20170315D_A3: 闘技場で勝利
MID_MISSION_H_S20170315D_A3: 闘技場で勝利。
MID_MISSION_S20170315D_A4: ＬＶ１０以上を撃破
MID_MISSION_H_S20170315D_A4: レベル１０以上の敵を撃破。
MID_MISSION_S20170316D_TITLE: 闘技場
MID_MISSION_S20170316D_A1: 闘技場で勝利
MID_MISSION_H_S20170316D_A1: 闘技場で勝利。
MID_MISSION_S20170316D_A2: 闘技場で勝利
MID_MISSION_H_S20170316D_A2: 闘技場で勝利。
MID_MISSION_S20170316D_A3: 闘技場で勝利
MID_MISSION_H_S20170316D_A3: 闘技場で勝利。
MID_MISSION_S20170316D_A4: ＬＶ１０以上を撃破
MID_MISSION_H_S20170316D_A4: レベル１０以上の敵を撃破。
MID_MISSION_S20170317D_TITLE: 闘技場
MID_MISSION_S20170317D_A1: 闘技場で勝利
MID_MISSION_H_S20170317D_A1: 闘技場で勝利。
MID_MISSION_S20170317D_A2: 闘技場で勝利
MID_MISSION_H_S20170317D_A2: 闘技場で勝利。
MID_MISSION_S20170317D_A3: 闘技場で勝利
MID_MISSION_H_S20170317D_A3: 闘技場で勝利。
MID_MISSION_S20170317D_A4: ＬＶ１０以上を撃破
MID_MISSION_H_S20170317D_A4: レベル１０以上の敵を撃破。
MID_MISSION_S20170318D_TITLE: 闘技場
MID_MISSION_S20170318D_A1: 闘技場で勝利
MID_MISSION_H_S20170318D_A1: 闘技場で勝利。
MID_MISSION_S20170318D_A2: 闘技場で勝利
MID_MISSION_H_S20170318D_A2: 闘技場で勝利。
MID_MISSION_S20170318D_A3: 闘技場で勝利
MID_MISSION_H_S20170318D_A3: 闘技場で勝利。
MID_MISSION_S20170318D_A4: ＬＶ１０以上を撃破
MID_MISSION_H_S20170318D_A4: レベル１０以上の敵を撃破。
MID_MISSION_S20170319D_TITLE: 闘技場
MID_MISSION_S20170319D_A1: 闘技場で勝利
MID_MISSION_H_S20170319D_A1: 闘技場で勝利。
MID_MISSION_S20170319D_A2: 闘技場で勝利
MID_MISSION_H_S20170319D_A2: 闘技場で勝利。
MID_MISSION_S20170319D_A3: 闘技場で勝利
MID_MISSION_H_S20170319D_A3: 闘技場で勝利。
MID_MISSION_S20170319D_A4: ＬＶ１０以上を撃破
MID_MISSION_H_S20170319D_A4: レベル１０以上の敵を撃破。
MID_MISSION_S20170320D_TITLE: 闘技場
MID_MISSION_S20170320D_A1: 闘技場で勝利
MID_MISSION_H_S20170320D_A1: 闘技場で勝利。
MID_MISSION_S20170320D_A2: 闘技場で勝利
MID_MISSION_H_S20170320D_A2: 闘技場で勝利。
MID_MISSION_S20170320D_A3: 闘技場で勝利
MID_MISSION_H_S20170320D_A3: 闘技場で勝利。
MID_MISSION_S20170320D_A4: ＬＶ１０以上を撃破
MID_MISSION_H_S20170320D_A4: レベル１０以上の敵を撃破。
MID_MISSION_S20170321D_TITLE: 闘技場
MID_MISSION_S20170321D_A1: 闘技場で勝利
MID_MISSION_H_S20170321D_A1: 闘技場で勝利。
MID_MISSION_S20170321D_A2: 闘技場で勝利
MID_MISSION_H_S20170321D_A2: 闘技場で勝利。
MID_MISSION_S20170321D_A3: 闘技場で勝利
MID_MISSION_H_S20170321D_A3: 闘技場で勝利。
MID_MISSION_S20170321D_A4: ＬＶ１０以上を撃破
MID_MISSION_H_S20170321D_A4: レベル１０以上の敵を撃破。
MID_MISSION_S20170322D_TITLE: 闘技場
MID_MISSION_S20170322D_A1: 闘技場で勝利
MID_MISSION_H_S20170322D_A1: 闘技場で勝利。
MID_MISSION_S20170322D_A2: 闘技場で勝利
MID_MISSION_H_S20170322D_A2: 闘技場で勝利。
MID_MISSION_S20170322D_A3: 闘技場で勝利
MID_MISSION_H_S20170322D_A3: 闘技場で勝利。
MID_MISSION_S20170322D_A4: ＬＶ１０以上を撃破
MID_MISSION_H_S20170322D_A4: レベル１０以上の敵を撃破。
MID_MISSION_S20170323D_TITLE: 闘技場
MID_MISSION_S20170323D_A1: 闘技場で勝利
MID_MISSION_H_S20170323D_A1: 闘技場で勝利。
MID_MISSION_S20170323D_A2: 闘技場で勝利
MID_MISSION_H_S20170323D_A2: 闘技場で勝利。
MID_MISSION_S20170323D_A3: 闘技場で勝利
MID_MISSION_H_S20170323D_A3: 闘技場で勝利。
MID_MISSION_S20170323D_A4: ＬＶ１０以上を撃破
MID_MISSION_H_S20170323D_A4: レベル１０以上の敵を撃破。
MID_MISSION_S20170324D_TITLE: 闘技場
MID_MISSION_S20170324D_A1: 闘技場で勝利
MID_MISSION_H_S20170324D_A1: 闘技場で勝利。
MID_MISSION_S20170324D_A2: 闘技場で勝利
MID_MISSION_H_S20170324D_A2: 闘技場で勝利。
MID_MISSION_S20170324D_A3: 闘技場で勝利
MID_MISSION_H_S20170324D_A3: 闘技場で勝利。
MID_MISSION_S20170324D_A4: ＬＶ１０以上を撃破
MID_MISSION_H_S20170324D_A4: レベル１０以上の敵を撃破。
MID_MISSION_S20170325D_TITLE: 闘技場
MID_MISSION_S20170325D_A1: 闘技場で勝利
MID_MISSION_H_S20170325D_A1: 闘技場で勝利。
MID_MISSION_S20170325D_A2: 闘技場で勝利
MID_MISSION_H_S20170325D_A2: 闘技場で勝利。
MID_MISSION_S20170325D_A3: 闘技場で勝利
MID_MISSION_H_S20170325D_A3: 闘技場で勝利。
MID_MISSION_S20170325D_A4: ＬＶ１０以上を撃破
MID_MISSION_H_S20170325D_A4: レベル１０以上の敵を撃破。
MID_MISSION_S20170326D_TITLE: 闘技場
MID_MISSION_S20170326D_A1: 闘技場で勝利
MID_MISSION_H_S20170326D_A1: 闘技場で勝利。
MID_MISSION_S20170326D_A2: 闘技場で勝利
MID_MISSION_H_S20170326D_A2: 闘技場で勝利。
MID_MISSION_S20170326D_A3: 闘技場で勝利
MID_MISSION_H_S20170326D_A3: 闘技場で勝利。
MID_MISSION_S20170326D_A4: ＬＶ１０以上を撃破
MID_MISSION_H_S20170326D_A4: レベル１０以上の敵を撃破。
MID_MISSION_S20170327D_TITLE: 闘技場
MID_MISSION_S20170327D_A1: 闘技場で勝利
MID_MISSION_H_S20170327D_A1: 闘技場で勝利。
MID_MISSION_S20170327D_A2: 闘技場で勝利
MID_MISSION_H_S20170327D_A2: 闘技場で勝利。
MID_MISSION_S20170327D_A3: 闘技場で勝利
MID_MISSION_H_S20170327D_A3: 闘技場で勝利。
MID_MISSION_S20170327D_A4: ＬＶ１０以上を撃破
MID_MISSION_H_S20170327D_A4: レベル１０以上の敵を撃破。
MID_MISSION_S20170328D_TITLE: 闘技場
MID_MISSION_S20170328D_A1: 闘技場で勝利
MID_MISSION_H_S20170328D_A1: 闘技場で勝利。
MID_MISSION_S20170328D_A2: 闘技場で勝利
MID_MISSION_H_S20170328D_A2: 闘技場で勝利。
MID_MISSION_S20170328D_A3: 闘技場で勝利
MID_MISSION_H_S20170328D_A3: 闘技場で勝利。
MID_MISSION_S20170328D_A4: ＬＶ１０以上を撃破
MID_MISSION_H_S20170328D_A4: レベル１０以上の敵を撃破。
MID_MISSION_S20170329D_TITLE: 闘技場
MID_MISSION_S20170329D_A1: 闘技場で勝利
MID_MISSION_H_S20170329D_A1: 闘技場で勝利。
MID_MISSION_S20170329D_A2: 闘技場で勝利
MID_MISSION_H_S20170329D_A2: 闘技場で勝利。
MID_MISSION_S20170329D_A3: 闘技場で勝利
MID_MISSION_H_S20170329D_A3: 闘技場で勝利。
MID_MISSION_S20170329D_A4: ＬＶ１０以上を撃破
MID_MISSION_H_S20170329D_A4: レベル１０以上の敵を撃破。
MID_MISSION_S20170330D_TITLE: 闘技場
MID_MISSION_S20170330D_A1: 闘技場で勝利
MID_MISSION_H_S20170330D_A1: 闘技場で勝利。
MID_MISSION_S20170330D_A2: 闘技場で勝利
MID_MISSION_H_S20170330D_A2: 闘技場で勝利。
MID_MISSION_S20170330D_A3: 闘技場で勝利
MID_MISSION_H_S20170330D_A3: 闘技場で勝利。
MID_MISSION_S20170330D_A4: ＬＶ１０以上を撃破
MID_MISSION_H_S20170330D_A4: レベル１０以上の敵を撃破。
MID_MISSION_S20170331D_TITLE: 闘技場
MID_MISSION_S20170331D_A1: 闘技場で勝利
MID_MISSION_H_S20170331D_A1: 闘技場で勝利。
MID_MISSION_S20170331D_A2: 闘技場で勝利
MID_MISSION_H_S20170331D_A2: 闘技場で勝利。
MID_MISSION_S20170331D_A3: 闘技場で勝利
MID_MISSION_H_S20170331D_A3: 闘技場で勝利。
MID_MISSION_S20170331D_A4: ＬＶ１０以上を撃破
MID_MISSION_H_S20170331D_A4: レベル１０以上の敵を撃破。
MPID_ジャファル: ジャファル
MPID_カレル: カレル
MPID_ニニアン: ニニアン
MPID_プリシラ: プリシラ
MPID_レベッカ: レベッカ
MPID_ルセア: ルセア
MPID_HONOR_ジャファル: 死神
MPID_HONOR_カレル: 剣魔
MPID_HONOR_ニニアン: 宿命の巫女
MPID_HONOR_プリシラ: 深窓の姫君
MPID_HONOR_レベッカ: つつましき野花
MPID_HONOR_ルセア: 柔らかな光
MPID_H_ジャファル: 【死神】と呼ばれる、暗殺組織【黒い牙】の一人。\n感情を一切あらわすことなく、ただ暗殺を遂行する。\n（登場：『ファイアーエムブレム　烈火の剣』）
MPID_H_カレル: 【剣魔】と恐れられる剣の達人。一子相伝の剣技を継ぐ。\n強者と戦い、斬ることで己の剣を高めることを望む。\n（登場：『ファイアーエムブレム　烈火の剣』）
MPID_H_ニニアン: 物静かで神秘的な雰囲気を持つ少女。\n神に捧げる舞を舞うことができる。\n（登場：『ファイアーエムブレム　烈火の剣』）
MPID_H_プリシラ: カルレオン伯爵家の令嬢で、レイヴァンの実の妹。\nおとなしく気品ある性格だが、嫉妬深い内面を秘めている。\n（登場：『ファイアーエムブレム　烈火の剣』）
MPID_H_レベッカ: 辺境の村娘。村では狩りをして暮らしていた。\n気さくで優しく、いつも笑顔が絶えない。\n（登場：『ファイアーエムブレム　烈火の剣』）
MPID_H_ルセア: 慈悲深く心優しい修道士。レイヴァンに仕える。\n幼い頃の辛い体験から、心の病に苦しんでいる。\n（登場：『ファイアーエムブレム　烈火の剣』）
MPID_VOICE_ジャファル: 内田雄馬
MPID_VOICE_カレル: 間島淳司
MPID_VOICE_ニニアン: 洲崎綾
MPID_VOICE_プリシラ: 橋本ちなみ
MPID_VOICE_レベッカ: 橋本ちなみ
MPID_VOICE_ルセア: 行成とあ
MPID_ILLUST_ジャファル: 久杉トク
MPID_ILLUST_カレル: 北千里
MPID_ILLUST_ニニアン: 切符
MPID_ILLUST_プリシラ: kaya8
MPID_ILLUST_レベッカ: 星野リリィ
MPID_ILLUST_ルセア: 板垣ハコ
MSID_リガルブレイド: リガルブレイド
MSID_死神の暗器: 死神の暗器
MSID_倭刀: 倭刀
MSID_倭刀＋: 倭刀＋
MSID_竜盾の鼓舞: 竜盾の鼓舞
MSID_H_リガルブレイド: 敵のＨＰが１００％で戦闘開始時、\n戦闘中の自分の攻撃、速さ＋２
MSID_H_死神の暗器: 戦闘中に攻撃していれば、戦闘後に\n敵の守備、魔防－７（敵の次回行動終了まで）\n自分から攻撃した時、戦闘後、敵に７ダメージ
MSID_H_倭刀: 奥義発動時、奥義によるダメージ＋１０
MSID_H_倭刀＋: 奥義発動時、奥義によるダメージ＋１０
MSID_H_竜盾の鼓舞: ターン開始時、周囲１マスの味方竜の\n守備、魔防＋６（１ターン）
MID_CHAPTER_TITLE_CX002: 外伝３
MID_CHAPTER_CX002: 烈火の暗影
MID_STAGE_TITLE_X0021: 外伝３－１節
MID_STAGE_TITLE_X0022: 外伝３－２節
MID_STAGE_TITLE_X0023: 外伝３－３節
MID_STAGE_X0021: 復讐の傭兵
MID_STAGE_X0022: 剣魔
MID_STAGE_X0023: 死神と少女
MID_STAGE_HONOR_T0007: 野望の王
MID_STAGE_T0007: ミシェイル
MID_STAGE_HONOR_V0011: 初心者応援
MID_STAGE_V0011: その１
MID_STAGE_HONOR_V0012: 初心者応援
MID_STAGE_V0012: その２
MID_Summon_03_rekka01: 新英雄召喚　烈火の暗影
MID_Summon_03_rekka01_02: ピックアップ　ミシェイル対抗
MID_DAILY_LOGIN_BONUS_GVG_201704: 大戦の旗（2017/4投票大戦でのみ使用可）
MID_MISSION_M0003_TITLE: ４月ミッション
MID_MISSION_M0003_A1: 緑属性で撃破
MID_MISSION_H_M0003_A1: 緑属性の味方で、敵を撃破。
MID_MISSION_M0003_A2: 騎馬で撃破
MID_MISSION_H_M0003_A2: 騎馬の味方で、敵を撃破。
MID_MISSION_M0003_A3: 赤属性を撃破
MID_MISSION_H_M0003_A3: 赤属性の敵を撃破。
MID_MISSION_M0003_A4: 重装を撃破
MID_MISSION_H_M0003_A4: 重装の敵を撃破。
MID_MISSION_M0003_A5: ＬＶ１０以上を撃破
MID_MISSION_H_M0003_A5: レベル１０以上の敵を撃破。
MID_MISSION_M0003_A6: 赤魔で３章－４節突破
MID_MISSION_H_M0003_A6: 赤魔道の仲間を自軍に入れて、\n３章－４節をクリア。
MID_MISSION_M0003_A7: 修練の塔・第２階層突破
MID_MISSION_H_M0003_A7: 修練の塔・第２階層をクリア。
MID_MISSION_M0003_A8: 闘技場で勝利
